Customer_Name,Days_Since_Last_Order,Total_Orders,Total_Lifetime_Value,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CRM_Segment,CRM_Priority
Dhanush Jayaraman,509,1,209897.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anya Korpal,431,1,209314.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Lakshay Sahota,605,1,208903.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Madhup Dhaliwal,296,1,208886.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saanvi Sawhney,543,1,208713.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aarush Chakraborty,409,1,208641.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ela Srivastava,686,1,208549.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Onkar Sarraf,276,1,208476.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rhea Kalla,699,1,207603.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Emir Kulkarni,659,1,207403.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ela Chad,619,1,207312.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Onkar Bail,403,1,207221.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vanya Sangha,492,1,207160.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kavya Goel,342,1,206976.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Akarsh Mann,401,1,206920.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saksham Datta,424,1,206840.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jayan Thakkar,701,1,206766.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jiya Bansal,249,1,206470.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Onkar Guha,318,1,206371.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kiaan Ratta,577,1,206216.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvi Walla,300,1,206118.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hazel Bawa,574,1,206024.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Baiju Madan,538,1,205929.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Umang Shanker,392,1,205776.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Khushi Seth,610,1,205712.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Manjari Kaur,263,1,205704.45,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ishita Gour,335,1,205502.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ahana  Chanda,273,1,205348.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kiara Rout,264,1,205314.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aaryahi Khare,656,1,205174.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sana Chaudhry,262,1,205100.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Raghav Rege,491,1,205083.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Divij Mallick,558,1,204681.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vedika Dara,690,1,204393.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hunar Sachdev,377,1,204336.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Divij Bajaj,493,1,204261.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nayantara Hegde,362,1,204141.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Sumer Dalal,665,1,204116.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Advika Sachar,679,1,203583.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yakshit Tank,338,1,203480.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saanvi Dara,663,1,203304.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Stuvan Hayer,508,1,203232.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dhruv Sura,328,1,203048.1,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Devansh Hari,396,1,202651.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Walia,692,1,202507.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sahil Raj,497,1,202403.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kanav Acharya,512,1,202176.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rhea Loke,450,1,202150.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Damini Rau,386,1,201756.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nishith Sankar,384,1,201708.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Arnav Badami,649,1,201636.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mannat Vaidya,471,1,201297.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Darshit Kant,252,1,201028.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Arhaan Dasgupta,424,1,200885.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Gokul Chacko,493,1,200404.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hazel Shanker,535,1,200343.3,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rhea Balay,461,1,200208.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shalv Gupta,455,1,199946.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Biju Malhotra,717,1,199848.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rasha Halder,353,1,199804.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kashvi Raja,301,1,198909.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Akarsh Virk,723,1,198685.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saira Baral,389,1,198553.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Piya Saxena,546,1,198344.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aniruddh Wagle,372,1,197908.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Biju Handa,646,1,197621.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Riaan Vala,482,1,197497.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Drishya Brar,340,1,197305.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Zain Sule,416,1,197129.7,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kaira Bhakta,319,1,197067.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dhanush Edwin,331,1,196527.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Stuvan Sangha,318,1,196108.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jiya Sem,288,1,195946.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Neysa Kala,422,1,195885.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Damini Gupta,509,1,195531.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hrishita Bhargava,716,1,195399.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nirvi Bhasin,601,1,195340.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nakul Choudhury,361,1,195252.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yasmin Sidhu,682,1,194917.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Myra Bhatt,673,1,194915.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Renee Goyal,656,1,194382.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Armaan Kale,479,1,194335.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Oorja Khare,453,1,194304.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vanya Mallick,552,1,194187.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Misha Bava,319,1,194015.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anika Kapoor,657,1,193816.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kavya Saran,466,1,193795.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jivika Malhotra,725,1,193513.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ryan Mand,636,1,193249.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Diya Chauhan,390,1,193211.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anay Upadhyay,713,1,193081.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Abram Mani,310,1,193075.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ishita Bala,729,1,192984.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Dar,390,1,192685.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Fateh Sahota,408,1,192607.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saira Kakar,421,1,192332.25,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yashvi Banik,574,1,192316.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Alisha Kar,653,1,192032.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tushar Balay,695,1,191990.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ranbir Balakrishnan,701,1,191217.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jivika Raja,472,1,191086.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shalv Gole,701,1,190608.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Damini Sengupta,255,1,190498.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Inaaya  Tandon,469,1,190404.25,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Zaina Sibal,601,1,190350.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Amira Kohli,662,1,190345.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nishith Bir,318,1,190150.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riya Ray,407,1,189935.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eva Bhandari,623,1,189645.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vritika Bhalla,568,1,189522.15,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Prerak Koshy,482,1,189412.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Rajagopal,529,1,189342.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Myra Randhawa,534,1,189178.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Bhavin Chanda,669,1,189090.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Miraya Iyer,464,1,189084.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eva Deshpande,299,1,188886.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Drishya Bahl,609,1,188732.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Damini Bir,551,1,188480.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yasmin Samra,563,1,188480.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ehsaan Mahal,312,1,188470.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Taran Ganesan,379,1,188409.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adah Kaul,259,1,188392.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rhea Salvi,544,1,188193.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Pari Saini,285,1,188144.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Siya Shroff,601,1,188123.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kismat Rao,532,1,187898.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Seher Agate,432,1,187878.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rhea Ratti,517,1,187681.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Lavanya Rajagopalan,437,1,187612.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Kashyap,511,1,187605.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Manikya Mahal,246,1,187600.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Baiju Dube,688,1,187425.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Gulati,543,1,187411.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tejas Kadakia,717,1,187120.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Saira Trivedi,553,1,186516.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zaina Ben,463,1,186378.3,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Yuvaan Ganguly,463,1,186325.95,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Tarini Doctor,380,1,186289.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anya Dua,375,1,186283.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kiaan Bhat,611,1,186052.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Raghav Yogi,510,1,185388.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Alisha Rattan,352,1,185280.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Dora,353,1,185212.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Manikya Srinivasan,588,1,184946.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Khushi Baral,368,1,184730.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Renee Borah,547,1,184662.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ishita Vyas,551,1,184654.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Bhamini Gulati,528,1,184491.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Himmat Sandhu,304,1,184080.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anay Chad,348,1,183679.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Urvi Vora,560,1,183584.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Azad Anand,517,1,183319.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kashvi Bedi,276,1,183192.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Miraya Lad,400,1,183105.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Anvi Behl,627,1,183094.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Eshani Ghose,501,1,182709.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Prerak Sahni,413,1,182707.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Keya Vohra,652,1,182362.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zain Mani,480,1,182130.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Fateh Edwin,566,1,182130.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rati Raval,687,1,182029.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Nishith Kulkarni,465,1,182013.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarav Bahri,580,1,181929.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Damini Vala,621,1,181906.95,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anika Balasubramanian,695,1,181680.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shamik Buch,531,1,181640.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ayesha Reddy,613,1,181386.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Renee Ganesan,516,1,181065.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kavya Sastry,624,1,180784.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Bhavin Desai,265,1,180701.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hazel Kibe,328,1,180657.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shayak Bora,657,1,180513.9,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rasha Sur,350,1,180353.7,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Saran,724,1,180288.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Bhavin Wagle,696,1,180080.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shanaya Raju,286,1,180022.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hridaan Swaminathan,656,1,179868.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mahika Sen,370,1,179728.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shanaya Gokhale,315,1,179721.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Arhaan Bansal,402,1,179254.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jhanvi Sami,474,1,179074.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kanav Subramaniam,246,1,178905.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shalv Ahluwalia,556,1,178886.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Baiju Goel,658,1,178709.1,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Heer Ghosh,257,1,178614.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kartik Sant,677,1,178540.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ryan Dutt,505,1,178177.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Chirag Grewal,649,1,178082.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Advik Sarraf,730,1,178044.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Adira Bir,426,1,177916.05,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kashvi Sunder,351,1,177862.5,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aaina Comar,684,1,177551.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Abram Datta,507,1,177471.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Jayesh Thakkar,601,1,177229.25,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Heer Raman,704,1,177196.8,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zain Sahni,578,1,177156.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Veer Hari,417,1,177102.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samar Sant,303,1,177063.3,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarna Borde,571,1,177050.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Anvi Bobal,706,1,177025.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Aayush Gill,667,1,177012.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vardaniya Bhalla,563,1,176979.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kanav Shankar,261,1,176760.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Riaan Kalita,264,1,176608.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adah Basak,571,1,176352.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Faiyaz Sarraf,638,1,176047.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tanya Krishna,600,1,175950.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shlok Master,585,1,175618.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dhruv Iyengar,580,1,175556.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mehul Hayre,336,1,175026.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samar Upadhyay,717,1,174989.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Lavanya Bora,622,1,174776.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tejas Bora,299,1,174705.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Lagan Kaul,704,1,174633.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vedika Wagle,602,1,174587.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kimaya Mander,663,1,174469.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vedika Gola,660,1,174042.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Taran Iyengar,426,1,173972.55,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samiha Hegde,622,1,173572.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Lakshit D’Alia,606,1,173480.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kiara Lad,649,1,173398.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Mannat Devan,494,1,173251.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kimaya Issac,400,1,173062.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nishith Sandal,318,1,172902.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Gatik Ravi,631,1,172866.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kanav Tata,263,1,172154.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samaira Jain,349,1,172009.6,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vedika Thakur,310,1,171900.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Amani Rajan,280,1,171779.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Vaibhav Banik,715,1,171700.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Parinaaz Gandhi,453,1,171649.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kismat Bandi,569,1,171637.95,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kabir Hans,389,1,171156.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Onkar Rajagopalan,467,1,171148.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Eshani Chopra,501,1,171135.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Neelofar Saraf,499,1,171105.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Pari Basak,341,1,171019.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Jayant Karnik,398,1,170736.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Samaira Raj,271,1,170419.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rohan Vala,526,1,170316.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rasha Dhingra,391,1,170208.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Charvi Rama,515,1,170018.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Krish Subramanian,588,1,169857.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Alia Shenoy,712,1,169416.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vritika Agarwal,657,1,169292.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ryan Sha,533,1,169196.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ojas Srinivasan,427,1,169068.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Saira Sastry,475,1,169059.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Bhamini Mann,431,1,168753.9,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Adah Jhaveri,393,1,168714.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Oorja Arora,445,1,168650.4,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Nirvaan Lad,411,1,168564.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Emir Jha,699,1,168298.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Damini Barman,523,1,168070.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Heer Raj,537,1,167871.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rati Raju,520,1,167700.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Inaaya  Zacharia,457,1,167598.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Pari Chandra,253,1,167572.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Dharmajan Solanki,695,1,167524.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Baiju Ben,356,1,167340.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rania Jhaveri,619,1,167054.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yasmin Sengupta,729,1,166950.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Sana Ram,623,1,166846.5,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Shray Dewan,599,1,166833.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Tara Hari,543,1,166764.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vihaan Barad,552,1,166608.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Ivana Hegde,285,1,166538.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Hunar Bedi,601,1,166433.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Madhav Malhotra,557,1,166242.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Dhanuk Din,265,1,166028.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Uthkarsh Shetty,632,1,165942.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Amira Kala,587,1,165724.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Oorja Bora,614,1,165378.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vihaan Majumdar,568,1,165336.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Eshani Tandon,729,1,165205.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Stuvan Krish,250,1,164844.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Aarna Bera,530,1,164702.7,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hrishita Bajaj,350,1,164648.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Krish Deo,497,1,164228.4,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Hunar Deo,586,1,164115.45,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Rati Raja,253,1,163381.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Miraan Roy,534,1,163215.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kanav Sanghvi,583,1,163166.85,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Romil Sani,443,1,163035.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Ivana Mann,709,1,162763.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Yasmin Borde,422,1,162702.75,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Piya Amble,320,1,162568.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Umang Sachdeva,525,1,162547.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kaira Bhagat,327,1,162377.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Shalv Varty,247,1,162208.8,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kiara Bhandari,481,1,162165.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Abram Sura,331,1,161862.0,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Kavya Goyal,273,1,161683.35,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Mehul Dutt,660,1,161542.75,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Veer D’Alia,622,1,161514.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Romil Raman,601,1,161493.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Kashvi Garde,555,1,161305.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Vidur Sanghvi,397,1,161215.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Rohan Gole,302,1,161047.2,2,1,1,2-1-1,Lost Customer,5 — Re-engage
Raghav Master,591,1,160963.2,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Zeeshan Dhar,554,1,160882.05,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Onkar Rajagopal,595,1,160833.6,1,1,1,1-1-1,Lost Customer,5 — Re-engage
Madhav Barad,499,1,160683.0,1,1,1,1-1-1,Lost Customer,5 — Re-engage
